PM2.5,PM10,NO2,SO2,CO,O3,no,nh3,aqi_value
5.1,13.86,15.08,7.99,260.35,89.41,1.12,3.41,62
5.09,14.06,13.19,7.33,257.02,92.98,1.0,3.16,72
5.51,15.16,14.39,8.23,260.35,90.84,1.11,3.55,72
5.42,15.7,16.28,8.58,267.03,82.97,1.2,3.97,68
5.07,15.51,17.82,7.99,270.37,75.1,1.22,4.19,48
5.42,15.93,26.05,9.54,300.41,63.66,1.68,4.53,32
6.0,16.65,34.96,10.25,333.79,50.07,2.06,2.68,34
6.5,17.36,39.76,10.13,350.48,41.13,2.18,0.42,6
7.24,18.68,43.18,10.25,373.84,34.33,2.25,0.04,83
8.0,20.13,47.3,10.25,397.21,26.82,2.28,0.12,87
8.29,20.57,47.98,10.13,397.21,23.25,2.03,0.17,90
7.72,19.74,41.13,9.66,357.15,27.54,1.44,0.07,74
7.31,19.19,33.93,9.42,317.1,33.26,1.08,0.02,1
7.62,19.66,31.53,9.78,303.75,34.33,0.98,0.02,34
8.14,19.8,32.22,9.89,297.07,31.47,0.94,0.03,17
8.51,19.44,32.9,10.01,297.07,27.89,0.93,0.04,42
8.8,18.73,33.93,10.49,300.41,24.32,0.96,0.08,47
9.31,18.35,37.7,11.32,313.76,18.78,1.11,0.23,29
9.86,17.79,45.24,11.56,350.48,9.3,1.55,2.35,83
9.52,16.07,47.3,11.21,380.52,8.14,1.79,7.6,96
8.84,14.1,43.18,11.56,377.18,15.74,1.65,8.83,62
8.79,13.39,39.76,11.68,377.18,24.68,1.57,8.72,23
8.19,12.25,34.62,11.09,353.81,37.19,1.42,7.15,1
6.25,8.83,23.31,7.87,310.42,62.23,1.11,4.14,47
5.74,7.82,22.62,7.87,313.76,64.37,1.16,3.24,50
4.89,7.01,22.28,8.34,320.43,59.37,1.19,3.19,9
5.5,8.66,29.13,11.32,350.48,52.21,1.54,3.19,47
6.32,9.99,32.9,11.09,360.49,42.92,1.52,2.4,25
6.78,10.53,34.96,9.54,360.49,35.05,1.41,1.98,2
7.04,10.67,38.39,8.82,363.83,28.61,1.35,1.59,4
7.08,10.81,39.41,8.34,357.15,24.68,1.31,0.94,22
7.01,10.85,38.39,7.87,350.48,21.28,1.23,0.35,28
6.52,9.94,37.01,7.75,343.8,20.21,1.12,0.23,42
5.45,7.81,38.04,7.33,353.81,17.34,1.08,0.35,0
4.49,6.12,37.7,6.85,357.15,15.56,0.93,0.41,10
3.32,4.39,32.9,6.5,347.14,17.7,0.7,0.24,47
2.82,3.69,28.45,6.32,340.46,18.78,0.59,0.13,48
2.8,3.7,27.42,6.74,343.8,16.99,0.62,0.16,43
2.97,4.03,28.45,7.39,347.14,13.95,0.7,0.25,27
3.0,4.15,27.76,7.63,340.46,12.87,0.7,0.29,20
3.0,4.16,26.39,7.87,337.12,12.52,0.69,0.33,34
3.09,4.32,26.39,8.11,340.46,9.92,0.73,0.59,20
3.49,5.04,27.08,7.99,357.15,3.89,0.87,3.24,23
3.77,5.46,23.99,7.21,367.16,3.26,0.94,8.72,24
2.93,4.1,20.91,5.6,340.46,6.97,0.78,7.49,5
2.63,3.58,20.39,5.84,333.79,11.8,0.75,6.26,46
2.76,3.67,20.39,6.5,333.79,18.6,0.76,5.53,27
3.53,4.4,20.73,7.03,333.79,29.68,0.73,4.75,48
5.47,6.32,19.02,6.62,333.79,49.35,0.67,3.38,35
7.83,8.64,15.77,6.02,327.11,70.81,0.63,2.63,33
8.62,9.39,13.02,5.3,313.76,82.97,0.59,2.21,78
5.41,6.11,13.88,4.65,297.07,62.23,0.6,1.47,26
3.59,4.2,14.74,3.93,290.39,47.21,0.61,1.05,25
3.32,4.17,20.73,3.81,310.42,40.05,0.89,2.01,50
4.05,5.5,28.45,3.99,350.48,34.33,1.23,3.74,44
5.01,7.16,36.67,4.05,373.84,21.99,1.33,2.49,50
5.53,8.18,41.13,4.17,383.85,12.34,1.27,0.61,66
5.27,7.94,34.96,3.7,367.16,13.59,1.04,0.44,39
4.43,6.58,25.7,3.01,337.12,19.49,0.77,0.16,3
3.39,4.8,18.16,2.59,307.08,24.32,0.51,0.06,39
2.88,3.93,14.57,2.5,280.38,24.68,0.41,0.05,38
2.68,3.6,12.68,2.47,260.35,25.39,0.37,0.04,9
2.75,3.7,12.51,2.32,247.0,24.68,0.34,0.06,24
3.07,4.22,14.22,2.35,243.66,19.67,0.37,0.14,18
3.53,4.93,16.79,2.65,250.34,12.7,0.45,0.46,13
4.03,5.83,19.19,3.13,263.69,6.08,0.63,2.35,16
5.24,8.01,18.34,3.76,320.43,5.59,1.23,13.52,30
6.4,10.07,20.05,5.19,387.19,9.3,1.92,25.26,23
5.8,8.74,24.68,9.54,347.14,26.46,2.06,15.42,4
7.19,10.49,29.82,12.76,363.83,36.48,2.63,15.42,2
10.26,13.88,38.39,17.17,390.53,54.36,3.2,14.75,84
10.54,13.06,36.67,15.14,347.14,78.68,2.44,6.65,67
13.46,15.94,35.64,15.5,350.48,100.14,2.34,4.53,66
18.71,21.5,34.27,15.26,357.15,121.59,2.37,3.13,118
23.99,26.74,26.05,13.35,347.14,151.63,2.09,2.91,108
26.66,29.22,21.59,11.8,337.12,170.23,1.82,2.07,192
25.83,28.24,20.22,10.85,330.45,174.52,1.71,1.84,179
24.08,27.3,37.01,12.76,400.54,140.19,2.66,4.08,107
18.78,22.97,54.15,12.64,473.98,79.39,3.55,5.7,93
14.36,18.47,56.89,9.3,467.3,40.05,3.36,2.4,62
14.45,18.34,52.09,7.21,453.95,29.68,2.75,0.07,73
15.65,19.61,51.41,6.44,460.62,26.46,2.37,0.09,62
15.8,19.71,51.41,5.96,460.62,22.89,1.88,0.14,76
14.86,18.27,46.61,5.3,423.91,21.82,1.2,0.14,63
15.02,18.36,45.93,5.3,417.23,15.02,1.06,0.5,86
16.27,20.02,46.61,5.72,427.25,7.51,1.17,1.49,66
17.57,21.84,43.87,5.96,433.92,2.21,1.28,4.41,65
19.04,23.83,39.76,6.32,440.6,0.45,1.35,8.72,83
21.12,26.31,35.99,6.85,447.27,0.09,1.5,13.41,115
24.16,29.71,34.62,7.27,473.98,0.04,1.73,19.89,119
29.05,35.85,34.62,7.63,567.44,1.94,2.47,38.0,170
31.74,38.83,36.67,9.89,620.84,7.78,2.85,48.28,171
32.21,38.44,45.24,15.97,560.76,26.11,2.66,30.4,164
34.23,40.71,51.41,17.64,567.44,55.07,3.01,21.23,187
38.06,44.34,48.67,18.84,540.73,111.58,3.01,10.95,154
33.3,37.1,24.68,13.35,410.56,174.52,1.46,3.38,194
29.64,32.43,17.99,10.61,363.83,185.97,0.9,2.07,159
26.34,28.8,17.99,9.54,350.48,178.81,0.84,1.87,165
30.09,33.32,28.45,12.28,403.88,173.09,1.44,2.99,193
34.9,38.89,38.39,14.19,460.62,163.08,2.06,4.36,196
29.78,33.76,39.07,12.87,467.3,133.04,2.18,5.14,152
24.66,29.29,44.55,9.78,500.68,103.0,2.56,6.31,118
24.64,30.21,58.26,7.99,567.44,70.1,3.45,6.37,126
25.98,31.95,75.4,7.39,607.49,43.27,3.77,2.49,178
26.53,32.77,81.57,7.45,614.17,31.47,3.64,0.04,164
27.22,33.52,82.94,7.57,600.81,32.19,3.2,0.02,167
26.14,31.62,67.86,7.87,534.06,47.21,2.56,0.0,198
21.57,25.25,43.18,8.94,433.92,62.94,1.84,0.0,118
19.2,22.12,33.24,9.06,383.85,57.94,1.33,0.0,99
18.27,21.07,27.08,8.46,353.81,54.36,0.96,0.0,58
16.98,19.55,20.56,6.91,327.11,57.22,0.73,0.0,64
15.93,18.18,16.96,6.02,310.42,60.08,0.6,0.0,66
15.75,17.86,16.11,6.14,303.75,61.51,0.6,0.0,90
17.42,19.78,18.68,6.85,313.76,60.08,0.7,0.01,60
19.86,22.89,26.05,7.33,357.15,54.36,1.12,1.13,55
19.94,23.47,31.19,7.33,393.87,54.36,1.63,5.36,61
19.33,23.01,32.22,7.87,410.56,65.09,1.85,7.93,56
19.31,22.78,27.76,8.23,387.19,90.12,1.66,6.2,87
19.9,22.92,20.56,8.23,350.48,125.89,1.33,3.58,108
16.56,18.28,10.88,5.42,290.39,138.76,0.62,1.41,104
14.05,15.39,10.02,4.59,273.7,130.18,0.52,0.99,121
12.91,14.16,11.31,4.53,270.37,120.16,0.51,0.68,118
12.1,13.32,12.51,4.53,267.03,111.58,0.51,0.41,66
11.64,12.89,14.39,4.71,267.03,107.29,0.58,0.46,66
11.65,12.97,17.31,4.89,277.04,104.43,0.72,0.63,63
13.64,16.31,50.72,6.62,397.21,67.23,2.22,3.19,88
16.52,21.28,82.25,7.03,554.08,24.68,3.89,9.39,91
18.51,25.18,87.05,6.56,647.54,4.16,4.88,17.88,99
19.43,26.67,80.2,6.85,674.25,0.03,4.94,26.6,66
23.02,31.51,82.25,8.34,787.73,0.0,5.07,41.13,112
30.37,41.23,102.82,9.66,934.6,0.0,3.83,44.7,161
32.6,43.46,104.19,8.82,781.06,0.51,1.74,15.42,185
34.21,42.68,69.92,7.57,574.11,20.38,0.87,0.52,191
40.14,47.38,35.3,6.62,473.98,65.8,0.63,0.0,198
38.55,47.18,22.62,7.63,393.87,81.54,0.63,0.0,173
31.64,40.12,21.08,8.46,343.8,72.96,0.66,0.0,160
26.37,33.62,22.62,9.54,317.1,64.37,0.78,0.0,183
22.45,28.84,25.7,10.73,307.08,55.79,0.95,0.0,123
18.99,25.12,33.93,12.28,323.77,40.77,1.42,0.2,58
15.38,21.55,43.53,14.54,353.81,24.68,2.06,2.51,62
12.07,17.39,41.81,13.95,350.48,30.4,2.09,5.59,65
9.44,14.28,39.07,15.14,340.46,37.55,2.28,9.95,11
8.48,13.58,37.7,17.4,347.14,50.07,2.47,13.52,14
10.11,15.62,38.39,16.93,347.14,71.53,2.25,8.49,85
11.15,17.31,34.96,15.14,333.79,85.12,1.9,4.25,69
11.56,18.09,30.5,13.35,313.76,92.98,1.61,1.79,56
11.72,18.75,31.19,13.71,313.76,91.55,1.65,0.75,69
10.81,18.34,34.62,14.31,323.77,80.11,1.8,0.75,76
9.61,16.96,35.99,13.23,327.11,67.23,1.74,1.08,16
9.05,16.43,38.73,12.52,340.46,56.51,1.74,1.49,48
8.69,16.78,43.18,12.99,353.81,42.92,1.9,0.94,81
8.61,17.56,45.24,13.59,363.83,33.26,1.98,0.33,60
8.12,16.16,45.24,13.59,363.83,27.89,1.77,0.07,60
7.49,13.56,43.87,12.76,363.83,25.03,1.57,0.11,90
7.07,11.65,42.16,12.16,353.81,23.6,1.39,0.13,59
6.65,9.97,35.99,11.44,323.77,26.46,1.08,0.07,17
8.05,10.52,30.5,10.85,297.07,32.54,0.82,0.02,14
11.6,13.72,28.1,9.89,290.39,40.41,0.63,0.01,68
15.13,17.62,27.76,9.18,293.73,46.49,0.55,0.0,79
17.26,20.57,29.82,10.01,307.08,45.06,0.59,0.0,68
18.37,22.32,31.19,10.49,313.76,38.62,0.63,0.01,63
18.8,23.22,31.87,10.37,317.1,30.76,0.7,0.04,83
19.46,24.22,38.04,10.61,343.8,19.49,1.01,1.38,64
21.89,27.1,41.47,11.92,397.21,16.27,1.46,9.28,136
24.52,30.14,44.55,14.31,447.27,22.71,1.85,15.87,110
26.71,32.42,48.67,16.93,473.98,40.77,2.15,15.65,154
29.75,35.29,51.41,19.31,487.33,81.54,2.41,11.18,192
23.79,27.48,45.24,16.93,433.92,97.27,2.01,3.86,114
18.15,20.8,41.81,15.97,403.88,92.98,1.85,2.71,82
18.16,20.75,45.93,18.12,413.89,94.41,1.99,2.04,57
24.88,28.16,59.63,24.8,480.65,104.43,2.41,2.93,109
47.07,51.89,87.05,36.72,627.52,123.02,2.31,3.21,194
78.79,84.54,101.45,42.92,741.0,147.34,1.12,2.37,227
92.47,97.8,90.48,37.19,734.33,157.36,0.72,1.37,231
82.22,86.75,74.03,27.66,667.57,141.62,0.85,0.44,228
62.07,66.09,58.95,20.27,587.46,117.3,0.95,0.08,238
46.04,50.5,48.67,16.45,527.38,95.84,1.06,0.0,188
39.53,45.15,45.93,15.97,494.0,76.53,1.08,0.0,189
37.38,43.62,47.3,16.93,473.98,64.37,0.93,0.0,176
33.64,39.53,45.24,16.93,447.27,61.51,0.73,0.0,200
28.76,33.7,41.47,15.97,420.57,57.22,0.74,0.0,193
25.66,29.95,39.76,15.02,397.21,48.64,0.87,0.0,174
22.93,27.08,41.13,14.54,380.52,36.12,1.04,0.01,104
19.24,23.48,43.18,14.78,363.83,25.03,1.25,0.05,93
15.7,19.89,43.18,15.02,347.14,19.49,1.27,0.13,70
12.95,17.1,42.16,15.02,337.12,18.95,1.3,0.17,77
12.27,16.79,47.98,16.21,360.49,12.16,1.69,1.19,90
12.99,18.22,54.84,18.6,420.57,4.16,2.34,8.49,85
13.78,19.08,52.09,20.5,467.3,5.99,2.5,19.89,71
14.71,19.19,46.61,19.79,487.33,15.56,2.25,22.58,64
15.88,18.95,40.44,15.26,467.3,49.35,1.77,11.62,91
13.88,15.53,22.96,9.18,370.5,108.72,1.22,3.07,51
9.47,10.62,16.96,7.09,293.73,125.89,1.09,1.29,128
6.46,7.44,16.28,6.38,260.35,118.73,1.16,0.67,68
5.06,5.97,13.88,5.36,243.66,113.01,1.2,0.61,62
4.72,5.67,12.34,4.59,236.99,114.44,1.16,0.64,99
4.42,5.39,12.34,3.99,236.99,113.01,1.06,0.92,80
4.9,6.19,24.33,5.19,277.04,98.71,1.52,2.15,93
5.07,6.77,35.3,5.54,313.76,72.96,1.9,1.42,11
4.74,6.68,35.99,5.01,317.1,52.93,1.92,0.35,25
4.05,6.0,31.87,4.59,303.75,40.41,1.77,0.01,27
3.56,5.37,27.08,4.17,287.06,36.84,1.57,0.01,22
3.44,5.01,23.65,3.87,273.7,37.55,1.33,0.01,7
3.55,4.79,20.56,3.76,257.02,38.62,1.06,0.01,34
3.69,4.68,16.62,3.25,243.66,38.62,0.84,0.0,20
3.81,4.68,13.88,2.89,230.31,36.12,0.71,0.01,30
4.11,5.09,15.25,2.62,226.97,26.11,0.66,0.06,34
4.64,5.96,19.02,2.98,236.99,13.23,0.76,0.43,44
5.28,7.03,22.62,4.23,250.34,3.84,1.12,2.46,14
6.12,8.46,22.96,6.02,283.72,0.36,1.82,10.06,40
7.77,11.24,20.91,6.32,373.84,1.81,2.79,30.4,50
8.81,12.83,22.62,6.38,460.62,5.28,3.01,46.94,19
8.0,11.39,32.9,12.16,397.21,21.64,2.91,27.94,25
11.23,15.14,47.98,16.69,440.6,47.92,3.55,23.47,75
22.09,26.29,61.01,22.65,473.98,107.29,3.55,14.98,139
16.77,18.94,28.45,15.26,330.45,165.94,2.25,4.41,112
15.05,16.68,13.71,9.66,280.38,188.83,1.54,1.79,184
12.98,14.37,8.57,7.15,257.02,188.83,1.19,1.02,192
22.8,25.27,16.28,9.42,317.1,211.72,1.65,1.72,151
29.07,32.19,24.68,10.01,370.5,214.58,1.95,2.54,185
23.56,26.41,31.87,8.82,383.85,165.94,2.06,3.86,112
19.33,22.23,42.16,7.39,423.91,115.87,2.37,5.81,65
18.63,22.17,54.15,6.44,473.98,77.25,2.85,6.37,68
18.16,22.33,63.75,5.9,494.0,47.21,2.88,2.79,75
18.56,23.32,69.92,6.26,514.03,28.97,2.82,0.09,99
20.17,25.82,89.11,6.74,580.79,8.67,3.04,1.93,132
16.45,21.44,89.11,5.07,560.76,1.79,2.5,4.92,93
7.57,9.81,45.24,3.04,353.81,21.28,1.33,0.24,73
4.15,5.28,19.19,2.92,250.34,43.27,0.93,0.0,17
3.38,4.25,12.17,3.25,223.64,52.93,0.82,0.0,45
2.82,3.62,10.71,3.4,216.96,55.79,0.78,0.0,36
2.45,3.39,12.68,3.43,220.3,50.07,0.81,0.0,44
2.34,3.5,15.94,3.81,226.97,43.27,0.91,0.01,39
2.44,3.9,20.73,4.35,243.66,34.69,1.12,0.06,16
3.11,5.22,28.79,5.25,293.73,25.39,1.8,3.91,8
3.72,6.21,31.19,7.03,340.46,31.83,2.37,11.51,26
3.02,4.61,21.93,8.34,277.04,67.95,1.87,6.31,30
3.46,4.99,21.25,9.18,277.04,82.97,1.9,6.26,90
4.69,6.17,20.73,10.25,283.72,104.43,1.96,5.42,93
7.07,8.45,18.68,10.85,277.04,128.75,1.84,4.02,107
10.48,11.79,16.62,11.09,273.7,154.5,1.76,2.99,118
14.42,15.69,14.39,10.97,273.7,181.67,1.69,2.1,194
18.35,19.57,12.51,10.73,277.04,203.13,1.63,1.49,195
22.46,23.77,12.85,11.32,287.06,220.3,1.69,1.26,184
25.1,26.62,14.91,11.68,297.07,226.02,1.77,1.13,197
28.01,30.54,37.01,12.64,380.52,197.41,2.63,2.35,162
25.01,28.51,58.26,11.44,467.3,135.9,3.32,2.88,195
17.67,21.48,65.12,9.18,480.65,80.82,3.45,1.19,75
13.11,17.39,68.55,7.63,494.0,41.84,3.7,0.19,99
12.11,17.08,76.77,6.79,534.06,13.77,4.02,1.02,72
11.54,16.62,76.09,6.2,540.73,2.64,3.77,5.2,60
9.75,14.0,69.92,5.9,487.33,2.1,2.88,5.2,53
8.39,12.05,64.43,6.5,440.6,3.49,2.31,3.16,97
8.1,11.66,60.32,7.03,420.57,3.31,2.03,2.71,95
8.37,12.12,54.84,6.85,407.22,1.45,1.8,4.47,52
9.17,13.33,47.3,7.15,400.54,0.26,1.85,8.94,96
10.11,14.56,41.81,8.46,400.54,0.05,2.22,14.53,55
11.63,16.72,38.39,10.01,427.25,0.04,2.91,24.81,91
14.51,20.87,36.33,9.66,547.41,1.92,4.05,49.62,60
16.77,23.67,46.61,9.89,660.9,7.96,4.62,66.16,84
19.85,26.29,69.23,14.31,640.87,29.68,4.37,42.92,51
33.6,40.81,91.85,20.27,687.6,74.39,3.93,28.61,155
53.36,60.79,91.85,29.56,687.6,168.8,3.13,14.31,237
23.71,26.46,31.53,19.55,363.83,203.13,2.44,3.91,157
18.58,20.43,20.22,14.07,303.75,203.13,1.87,2.49,172
20.88,22.67,16.62,13.23,297.07,223.16,1.74,1.82,181
24.08,26.03,16.45,13.95,307.08,240.33,1.8,1.58,228
19.37,21.19,17.99,13.95,300.41,211.72,1.9,1.73,164
8.73,10.09,17.82,10.13,270.37,144.48,1.6,1.96,142
6.45,8.1,23.99,10.49,287.06,113.01,1.88,2.37,67
6.71,8.51,27.08,10.25,303.75,103.0,2.09,1.75,57
6.32,7.95,27.76,8.82,303.75,91.55,2.03,0.49,100
5.53,7.22,27.76,7.87,303.75,80.82,1.98,0.0,66
5.22,7.0,30.16,7.33,307.08,70.81,1.96,0.0,34
4.88,6.56,30.85,7.03,297.07,63.66,1.79,0.0,9
4.39,5.75,26.73,6.91,273.7,62.94,1.39,0.0,46
4.13,5.32,21.93,6.79,253.68,65.09,1.17,0.0,26
4.12,5.34,19.88,6.91,243.66,67.95,1.06,0.0,0
4.46,5.91,20.05,6.56,240.33,65.8,1.01,0.0,22
5.13,7.14,23.99,6.32,250.34,55.07,1.12,0.0,46
5.83,8.56,30.16,6.68,267.03,42.56,1.28,0.01,43
6.79,10.36,41.13,7.75,303.75,27.89,1.58,0.13,86
8.42,13.25,55.52,9.42,383.85,15.02,2.56,6.48,58
8.82,14.0,54.15,12.28,417.23,25.39,3.01,15.87,87
7.68,12.46,58.26,15.02,360.49,25.75,2.66,3.05,64
6.74,11.66,47.3,13.95,333.79,33.97,2.37,2.12,97
5.3,10.69,33.93,11.56,293.73,49.35,1.82,1.3,36
3.76,9.04,17.48,6.32,236.99,73.67,0.86,0.4,50
3.9,9.91,14.57,6.02,230.31,80.82,0.8,0.42,75
4.24,11.66,14.05,6.08,226.97,81.54,0.81,0.5,64
4.76,14.78,14.05,6.38,230.31,82.25,0.89,0.95,91
5.34,17.14,15.08,6.44,233.65,79.39,0.93,0.87,30
5.93,19.42,16.96,6.32,236.99,75.1,0.97,0.71,30
6.34,20.77,18.51,6.2,243.66,72.96,1.01,0.54,91
6.46,20.78,17.99,5.78,240.33,72.96,0.99,0.27,70
6.47,20.7,16.96,5.36,236.99,72.24,0.92,0.06,51
6.31,17.36,15.77,5.3,233.65,72.24,0.78,0.0,47
6.21,14.48,15.42,5.3,230.31,72.24,0.74,0.0,17
6.19,13.02,14.91,5.3,226.97,71.53,0.64,0.0,44
6.2,13.59,13.02,5.07,216.96,72.24,0.51,0.0,40
5.99,12.09,12.85,5.01,213.62,72.96,0.46,0.0,22
5.61,9.47,13.02,4.95,211.95,75.82,0.43,0.0,30
5.47,7.95,13.19,5.01,211.95,77.96,0.39,0.0,24
5.39,7.5,14.39,5.48,216.96,77.96,0.41,0.0,16
5.77,8.4,16.11,6.08,220.3,76.53,0.48,0.0,35
6.79,11.21,19.36,7.03,230.31,69.38,0.7,0.0,8
7.24,11.95,25.02,7.87,247.0,55.79,0.93,0.4,43
6.06,8.79,24.33,7.15,267.03,50.07,0.91,2.29,47
4.13,5.41,16.96,5.84,270.37,63.66,0.78,2.79,47
3.9,4.92,13.02,5.84,273.7,86.55,0.74,2.29,78
4.57,5.51,9.77,5.36,270.37,105.86,0.73,1.68,95
5.01,5.84,7.97,4.77,263.69,118.73,0.7,1.29,79
4.92,5.68,7.97,4.53,257.02,125.89,0.71,1.19,145
5.26,6.01,8.4,4.71,257.02,135.9,0.77,1.24,127
5.79,6.56,8.91,5.01,253.68,147.34,0.82,1.3,118
6.86,7.76,11.65,6.14,263.69,161.65,1.0,1.51,121
9.15,10.35,16.11,7.57,287.06,178.81,1.25,1.68,134
15.54,18.5,45.24,10.25,433.92,168.8,2.56,3.86,145
19.86,25.32,74.03,11.44,574.11,118.73,3.83,5.14,57
19.48,26.7,82.25,10.73,607.49,57.94,4.12,2.68,93
18.12,26.06,72.66,9.54,580.79,25.39,3.1,0.11,99
17.85,26.51,65.8,8.58,560.76,12.34,2.25,0.77,85
18.06,27.54,65.8,8.23,560.76,3.62,1.8,3.21,73
16.56,23.92,61.01,7.87,520.71,1.61,1.19,4.36,67
14.06,19.14,51.41,7.75,447.27,4.34,0.82,2.01,81
12.32,16.03,39.41,7.87,377.18,13.23,0.72,0.36,97
10.68,13.19,29.82,9.3,320.43,28.61,0.7,0.03,84
8.15,9.53,21.93,8.23,290.39,38.62,0.54,0.01,27
3.78,4.49,16.28,6.08,267.03,42.56,0.42,0.0,35
2.38,2.95,13.88,5.25,253.68,47.21,0.4,0.0,1
2.82,3.6,19.02,5.6,270.37,37.91,0.55,0.03,38
3.15,4.03,26.05,6.14,293.73,25.39,0.71,0.24,17
3.53,4.41,24.68,6.44,303.75,24.32,0.79,2.46,11
5.0,5.91,20.39,7.27,317.1,50.07,0.78,3.55,40
5.96,6.82,13.54,6.79,323.77,98.71,0.72,1.96,94
4.99,5.71,7.28,5.07,317.1,117.3,0.63,1.06,61
4.28,4.91,6.08,4.65,303.75,121.59,0.49,0.89,147
3.55,4.11,5.48,4.23,280.38,118.73,0.41,0.85,92
2.4,2.82,5.06,3.13,253.68,108.72,0.38,0.87,91
2.0,2.4,5.91,2.71,236.99,103.0,0.42,1.06,96
1.83,2.25,7.45,2.59,226.97,98.71,0.48,1.26,76
2.03,2.73,14.22,3.78,250.34,87.98,0.84,2.21,52
2.3,3.39,20.22,4.29,267.03,75.82,1.14,2.18,32
2.39,3.76,23.99,4.41,273.7,64.37,1.28,0.82,38
2.44,3.92,23.99,4.47,267.03,55.79,1.3,0.01,18
2.49,3.93,21.25,4.05,257.02,53.64,1.19,0.0,10
2.47,3.72,18.34,3.61,247.0,55.07,1.03,0.0,5
2.51,3.51,16.11,3.49,236.99,56.51,0.84,0.0,33
3.11,4.05,15.25,3.76,236.99,56.51,0.75,0.0,37
4.3,5.29,14.91,4.11,236.99,56.51,0.7,0.0,3
5.64,6.71,15.25,4.23,240.33,54.36,0.65,0.0,26
6.45,7.63,16.45,4.35,243.66,49.35,0.63,0.0,42
6.6,7.93,19.19,4.65,250.34,40.05,0.66,0.01,21
6.48,8.04,23.99,5.13,263.69,28.97,0.79,0.1,39
6.59,8.63,29.47,5.84,300.41,19.85,1.35,4.92,15
6.53,8.9,29.13,6.97,337.12,25.39,1.9,13.19,6
5.36,7.14,22.62,7.15,297.07,48.64,1.61,8.49,43
5.45,7.05,18.85,6.91,277.04,72.24,1.42,5.92,46
6.48,7.93,14.74,6.68,263.69,104.43,1.2,3.44,71
5.42,6.36,8.48,4.77,240.33,120.16,0.76,1.7,107
3.92,4.57,6.51,3.73,226.97,114.44,0.57,1.36,73
3.28,3.84,6.17,3.43,220.3,111.58,0.52,1.3,90
2.97,3.51,6.43,3.34,216.96,108.72,0.51,1.23,57
2.67,3.23,7.63,3.4,216.96,103.0,0.56,1.38,52
2.24,2.8,9.6,3.37,220.3,95.84,0.62,1.61,92
2.55,3.54,23.31,4.77,270.37,75.82,1.22,3.55,14
3.14,4.8,37.7,5.13,320.43,52.21,1.76,3.52,12
3.62,5.83,45.24,5.01,343.8,35.05,1.96,1.02,74
5.91,9.7,64.43,4.71,453.95,5.19,3.04,8.61,96
8.76,14.41,59.63,4.41,574.11,0.0,3.99,32.63,91
10.21,16.9,53.47,4.35,627.52,0.0,4.12,46.94,95
10.4,17.16,48.67,4.83,627.52,0.0,3.17,52.75,62
9.38,15.32,41.81,4.29,560.76,0.0,1.95,45.6,84
7.89,12.78,34.27,3.73,460.62,0.0,1.23,32.63,27
6.21,9.85,27.08,3.4,363.83,0.01,0.85,19.22,39
5.48,8.45,22.28,3.52,313.76,0.03,0.7,14.31,43
5.64,8.49,19.71,4.05,303.75,0.02,0.68,16.09,13
5.96,8.85,19.88,4.59,310.42,0.05,0.78,18.78,36
6.41,9.64,19.88,5.19,347.14,2.17,1.41,26.38,43
7.11,10.84,23.99,6.62,400.54,7.69,2.22,34.42,20
7.18,10.77,36.67,12.76,377.18,25.75,2.72,19.89,4
8.56,12.64,43.18,16.93,387.19,45.78,3.23,15.2,95
11.28,16.02,50.72,21.93,403.88,74.39,3.77,11.51,78
8.72,11.45,39.41,15.5,310.42,82.97,2.25,3.19,82
7.34,9.22,33.93,13.59,283.72,83.68,1.84,2.51,80
7.56,9.27,33.93,13.47,283.72,87.98,1.84,2.4,83
7.89,9.49,30.5,12.16,280.38,98.71,1.69,2.24,73
8.24,9.88,28.1,11.09,277.04,108.72,1.6,1.96,84
8.56,10.26,28.1,10.25,283.72,113.01,1.52,1.55,68
11.86,14.34,49.35,11.32,367.16,98.71,2.25,2.65,90
15.95,19.47,74.03,10.85,473.98,76.53,2.94,2.85,66
16.36,20.42,81.57,9.06,507.35,49.35,3.1,1.03,53
15.33,19.5,77.46,8.11,507.35,30.76,3.01,0.05,84
13.11,17.24,75.4,7.75,500.68,17.17,2.75,0.38,88
10.82,14.62,69.92,7.21,473.98,11.35,2.34,0.89,82
9.54,12.73,55.52,6.08,420.57,18.06,1.69,0.11,58
8.99,11.7,43.87,5.25,367.16,21.28,1.22,0.03,74
8.61,11.0,35.99,5.07,330.45,21.1,0.93,0.03,14
8.67,10.98,32.56,4.89,310.42,17.34,0.73,0.12,32
9.5,12.01,33.93,5.36,317.1,10.73,0.7,0.48,26
11.13,13.99,38.04,6.68,337.12,4.56,0.89,1.79,78
13.13,16.49,41.81,8.11,373.84,0.86,1.23,6.31,74
15.17,19.19,42.5,7.87,447.27,0.8,1.6,18.55,75
14.71,18.51,43.87,8.46,467.3,4.34,1.76,23.69,71
9.11,10.57,35.64,9.66,307.08,45.78,1.16,2.74,29
7.25,8.2,25.36,8.7,273.7,73.67,0.99,1.65,27
6.59,7.49,19.88,8.58,263.69,86.55,0.93,1.4,81
6.18,7.1,16.11,7.51,247.0,90.84,0.82,0.85,77
6.16,7.28,14.05,6.44,236.99,91.55,0.71,0.74,83
5.79,7.3,12.51,5.78,230.31,92.98,0.65,0.66,63
